DATE,REPORTTPYE,HOURLYDRYBULBTEMPF,HOURLYRelativeHumidity,HOURLYWindSpeed
10/13/2016 7:54,FM-15,58,90,6
10/13/2016 8:54,FM-15,63,84,8
10/13/2016 9:54,FM-15,65,78,8
10/13/2016 10:00,FM-12,65,78,8
10/13/2016 10:10,FM-16,65,76,10
10/13/2016 10:52,FM-16,68,69,16
10/13/2016 10:54,FM-15,68,65,14
10/13/2016 11:54,FM-15,69,61,16
10/13/2016 12:54,FM-15,71,57,13
10/13/2016 13:00,FM-12,71,57,13
10/13/2016 13:54,FM-15,71,53,14
10/13/2016 14:54,FM-15,70,53,13
10/13/2016 15:54,FM-15,69,53,13
10/13/2016 16:00,FM-12,69,53,13
10/13/2016 16:54,FM-15,68,57,13
10/13/2016 17:54,FM-15,65,73,11
10/13/2016 18:54,FM-15,64,75,11
10/13/2016 19:00,FM-12,64,75,11
10/13/2016 19:54,FM-15,63,75,10
10/13/2016 20:54,FM-15,61,75,11
10/13/2016 21:54,FM-15,60,75,13
10/13/2016 22:00,FM-12,60,75,13
10/13/2016 22:54,FM-15,58,75,14
10/13/2016 23:54,FM-15,55,69,16
10/13/2016 23:59,SOD,NA,NA,NA
10/14/2016 0:54,FM-15,52,61,21
10/14/2016 1:00,FM-12,52,61,21
10/14/2016 1:54,FM-15,50,61,16
10/14/2016 2:54,FM-15,49,64,15
10/14/2016 3:54,FM-15,48,63,14
10/14/2016 4:00,FM-12,48,63,14
10/14/2016 4:54,FM-15,47,61,15
10/14/2016 5:54,FM-15,46,61,10
10/14/2016 6:54,FM-15,47,59,14
10/14/2016 7:00,FM-12,47,59,14
10/14/2016 7:54,FM-15,48,56,11
10/14/2016 8:54,FM-15,50,52,13
10/14/2016 9:54,FM-15,52,49,9
10/14/2016 10:00,FM-12,52,49,9
10/14/2016 10:54,FM-15,55,45,9
10/14/2016 11:54,FM-15,56,42,7
10/14/2016 12:54,FM-15,58,39,8
10/14/2016 13:00,FM-12,58,39,8
10/14/2016 13:54,FM-15,59,36,7
10/14/2016 14:54,FM-15,59,35,8
10/14/2016 15:54,FM-15,55,57,9
10/14/2016 16:00,FM-12,55,57,9
10/14/2016 16:54,FM-15,53,59,6
10/14/2016 17:54,FM-15,52,64,3
10/14/2016 18:54,FM-15,52,66,6
10/14/2016 19:00,FM-12,52,66,6
10/14/2016 19:54,FM-15,53,55,6
10/14/2016 20:54,FM-15,52,50,7
10/14/2016 21:54,FM-15,49,55,5
10/14/2016 22:00,FM-12,49,55,5
10/14/2016 22:54,FM-15,48,52,9
10/14/2016 23:54,FM-15,46,58,6
10/14/2016 23:59,SOD,NA,NA,NA
10/15/2016 0:54,FM-15,45,68,8
10/15/2016 1:00,FM-12,45,68,8
10/15/2016 1:54,FM-15,44,71,7
10/15/2016 2:54,FM-15,43,74,8
10/15/2016 3:54,FM-15,43,74,7
10/15/2016 4:00,FM-12,43,74,7
10/15/2016 4:54,FM-15,42,76,8
10/15/2016 5:54,FM-15,42,79,9
10/15/2016 6:54,FM-15,44,76,7
10/15/2016 7:00,FM-12,44,76,7
10/15/2016 7:54,FM-15,48,68,7
10/15/2016 8:54,FM-15,53,59,8
10/15/2016 9:54,FM-15,54,57,7
10/15/2016 10:00,FM-12,54,57,7
10/15/2016 10:54,FM-15,53,61,7
10/15/2016 11:54,FM-15,55,59,8
10/15/2016 12:54,FM-15,55,62,8
10/15/2016 13:00,FM-12,55,62,8
10/15/2016 13:54,FM-15,55,59,9
10/15/2016 14:54,FM-15,53,64,9
10/15/2016 15:54,FM-15,53,66,9
10/15/2016 16:00,FM-12,53,66,9
10/15/2016 16:54,FM-15,52,69,9
10/15/2016 17:54,FM-15,52,69,10
10/15/2016 18:54,FM-15,51,71,9
10/15/2016 19:00,FM-12,51,71,9
10/15/2016 19:54,FM-15,49,80,7
10/15/2016 20:54,FM-15,49,83,9
10/15/2016 21:54,FM-15,49,83,10
10/15/2016 22:00,FM-12,49,83,10
10/15/2016 22:54,FM-15,48,86,6
10/15/2016 23:54,FM-15,48,83,8
10/15/2016 23:59,SOD,NA,NA,NA
10/16/2016 0:54,FM-15,48,86,7
10/16/2016 1:00,FM-12,48,86,7
10/16/2016 1:54,FM-15,47,90,8
10/16/2016 2:54,FM-15,47,93,7
10/16/2016 3:54,FM-15,47,93,6
10/16/2016 4:00,FM-12,47,93,6
10/16/2016 4:54,FM-15,47,97,5
10/16/2016 5:54,FM-15,46,96,6
10/16/2016 6:54,FM-15,49,93,10
10/16/2016 7:00,FM-12,49,93,10
10/16/2016 7:54,FM-15,54,80,14
10/16/2016 8:54,FM-15,58,72,16
10/16/2016 9:54,FM-15,62,62,18
10/16/2016 10:00,FM-12,62,62,18
10/16/2016 10:54,FM-15,66,54,21
10/16/2016 11:54,FM-15,68,51,16
10/16/2016 12:54,FM-15,69,53,16
10/16/2016 13:00,FM-12,69,53,16
10/16/2016 13:54,FM-15,71,53,14
10/16/2016 14:54,FM-15,70,55,17
10/16/2016 15:54,FM-15,70,57,17
10/16/2016 16:00,FM-12,70,57,17
10/16/2016 16:54,FM-15,68,61,17
10/16/2016 17:54,FM-15,66,68,16
10/16/2016 18:54,FM-15,64,73,16
10/16/2016 19:00,FM-12,64,73,16
10/16/2016 19:54,FM-15,63,75,14
10/16/2016 20:54,FM-15,62,78,10
10/16/2016 21:54,FM-15,62,80,13
10/16/2016 22:00,FM-12,62,80,13
10/16/2016 22:54,FM-15,62,80,11
10/16/2016 23:54,FM-15,62,80,14
10/16/2016 23:59,SOD,NA,NA,NA
10/17/2016 0:54,FM-15,62,84,14
10/17/2016 1:00,FM-12,62,84,14
10/17/2016 1:54,FM-15,63,78,14
10/17/2016 2:54,FM-15,63,81,8
10/17/2016 3:54,FM-15,64,78,9
10/17/2016 4:00,FM-12,64,78,9
10/17/2016 4:54,FM-15,63,81,7
10/17/2016 5:54,FM-15,63,81,8
10/17/2016 6:54,FM-15,64,81,9
10/17/2016 7:00,FM-12,64,81,9
10/17/2016 7:54,FM-15,66,75,9
10/17/2016 8:54,FM-15,69,70,5
10/17/2016 9:54,FM-15,72,64,3
10/17/2016 10:00,FM-12,72,64,3
10/17/2016 10:54,FM-15,73,62,5
10/17/2016 11:54,FM-15,72,64,3
10/17/2016 12:54,FM-15,72,68,9
10/17/2016 13:00,FM-12,72,68,9
10/17/2016 13:54,FM-15,72,66,9
10/17/2016 14:54,FM-15,69,73,10
10/17/2016 15:54,FM-15,67,79,7
10/17/2016 16:00,FM-12,67,79,7
10/17/2016 16:54,FM-15,66,78,7
10/17/2016 17:54,FM-15,65,81,3
10/17/2016 18:54,FM-15,65,81,0
10/17/2016 19:00,FM-12,65,81,0
10/17/2016 19:54,FM-15,69,76,6
10/17/2016 20:54,FM-15,70,73,0
10/17/2016 21:54,FM-15,66,81,7
10/17/2016 22:00,FM-12,66,81,7
10/17/2016 22:54,FM-15,63,87,5
10/17/2016 23:54,FM-15,62,93,3
10/17/2016 23:59,SOD,NA,NA,NA
10/18/2016 0:54,FM-15,64,90,0
10/18/2016 1:00,FM-12,64,90,0
10/18/2016 1:54,FM-15,63,97,0
10/18/2016 2:52,FM-16,63,100,6
10/18/2016 2:54,FM-15,62,100,6
10/18/2016 3:54,FM-15,60,100,6
10/18/2016 4:00,FM-12,60,100,6
10/18/2016 4:27,FM-16,60,100,6
10/18/2016 4:36,FM-16,60,100,7
10/18/2016 4:49,FM-16,59,100,8
10/18/2016 4:54,FM-15,59,100,9
10/18/2016 5:54,FM-15,57,100,9
10/18/2016 6:54,FM-15,58,97,6
10/18/2016 7:00,FM-12,58,97,6
10/18/2016 7:54,FM-15,58,97,6
10/18/2016 8:54,FM-15,58,97,6
10/18/2016 9:54,FM-15,60,93,0
10/18/2016 10:00,FM-12,60,93,0
10/18/2016 10:54,FM-15,60,96,3
10/18/2016 11:54,FM-15,60,96,5
10/18/2016 12:46,FM-16,60,96,6
10/18/2016 12:52,FM-16,61,94,6
10/18/2016 12:54,FM-15,61,93,5
10/18/2016 13:00,FM-12,61,93,5
10/18/2016 13:54,FM-15,62,90,6
10/18/2016 14:07,FM-16,62,93,7
10/18/2016 14:54,FM-15,62,90,9
10/18/2016 15:05,FM-16,60,96,8
10/18/2016 15:20,FM-16,60,100,9
10/18/2016 15:32,FM-16,59,100,8
10/18/2016 15:54,FM-15,59,100,8
10/18/2016 16:00,FM-12,59,100,8
10/18/2016 16:11,FM-16,58,100,7
10/18/2016 16:41,FM-16,58,100,3
10/18/2016 16:51,FM-16,57,100,3
10/18/2016 16:54,FM-15,58,100,3
10/18/2016 17:02,FM-16,58,100,0
10/18/2016 17:38,FM-16,60,96,8
10/18/2016 17:54,FM-15,66,87,13
10/18/2016 18:54,FM-15,67,84,17
10/18/2016 19:00,FM-12,67,84,17
10/18/2016 19:54,FM-15,67,84,15
10/18/2016 20:54,FM-15,68,76,15
10/18/2016 21:54,FM-15,69,73,17
10/18/2016 22:00,FM-12,69,73,17
10/18/2016 22:54,FM-15,68,78,17
10/18/2016 23:54,FM-15,68,78,17
10/18/2016 23:59,SOD,NA,NA,NA
10/19/2016 0:54,FM-15,67,84,20
10/19/2016 1:00,FM-12,67,84,20
10/19/2016 1:54,FM-15,67,84,17
10/19/2016 2:54,FM-15,66,87,15
10/19/2016 3:54,FM-15,66,90,13
10/19/2016 4:00,FM-12,66,90,13
10/19/2016 4:54,FM-15,66,90,11
10/19/2016 5:54,FM-15,67,87,15
10/19/2016 6:54,FM-15,68,84,13
10/19/2016 7:00,FM-12,68,84,13
10/19/2016 7:54,FM-15,69,84,10
10/19/2016 8:54,FM-15,73,74,9
10/19/2016 9:54,FM-15,75,69,11
10/19/2016 10:00,FM-12,75,69,11
10/19/2016 10:54,FM-15,78,58,13
10/19/2016 11:54,FM-15,80,49,15
10/19/2016 12:54,FM-15,81,41,15
10/19/2016 13:00,FM-12,81,41,15
10/19/2016 13:54,FM-15,80,37,17
10/19/2016 14:54,FM-15,79,38,14
10/19/2016 15:54,FM-15,77,40,10
10/19/2016 16:00,FM-12,77,40,10
10/19/2016 16:54,FM-15,76,42,13
10/19/2016 17:54,FM-15,73,46,9
10/19/2016 18:54,FM-15,70,46,8
10/19/2016 19:00,FM-12,70,46,8
10/19/2016 19:54,FM-15,68,49,5
10/19/2016 20:54,FM-15,67,51,6
10/19/2016 21:54,FM-15,65,54,5
10/19/2016 22:00,FM-12,65,54,5
10/19/2016 22:54,FM-15,64,56,9
10/19/2016 23:54,FM-15,62,58,7
10/19/2016 23:59,SOD,NA,NA,NA
10/20/2016 0:54,FM-15,58,70,7
10/20/2016 1:00,FM-12,58,70,7
10/20/2016 1:54,FM-15,57,72,3
10/20/2016 2:54,FM-15,56,77,6
10/20/2016 3:54,FM-15,58,78,13
10/20/2016 4:54,FM-15,57,81,9
10/20/2016 5:54,FM-15,57,87,11
10/20/2016 6:54,FM-15,58,70,16
10/20/2016 7:00,FM-12,58,70,16
10/20/2016 7:54,FM-15,59,69,16
10/20/2016 8:54,FM-15,60,72,15
10/20/2016 9:54,FM-15,60,78,15
10/20/2016 10:00,FM-12,60,78,15
10/20/2016 10:54,FM-15,61,75,15
10/20/2016 11:27,FM-16,60,80,15
10/20/2016 11:54,FM-15,60,80,15
10/20/2016 12:54,FM-15,61,78,14
10/20/2016 13:00,FM-12,61,78,14
10/20/2016 13:54,FM-15,60,78,14
10/20/2016 14:54,FM-15,59,83,15
10/20/2016 15:52,FM-16,59,82,16
10/20/2016 15:54,FM-15,59,81,16
10/20/2016 16:00,FM-12,59,81,16
10/20/2016 16:54,FM-15,58,84,16
10/20/2016 17:02,FM-16,58,84,14
10/20/2016 17:54,FM-15,58,87,15
10/20/2016 18:54,FM-15,58,87,13
10/20/2016 19:00,FM-12,58,87,13
10/20/2016 19:41,FM-16,58,87,13
10/20/2016 19:54,FM-15,58,87,13
10/20/2016 20:54,FM-15,58,93,14
10/20/2016 21:54,FM-15,57,100,11
10/20/2016 22:00,FM-12,57,100,11
10/20/2016 22:07,FM-16,57,100,11
10/20/2016 22:22,FM-16,58,100,11
10/20/2016 22:54,FM-15,58,100,10
10/20/2016 23:54,FM-15,58,100,8
10/20/2016 23:59,SOD,NA,NA,NA
10/21/2016 0:54,FM-15,59,100,6
10/21/2016 1:00,FM-12,59,100,6
10/21/2016 1:35,FM-16,59,100,3
10/21/2016 1:46,FM-16,59,100,3
10/21/2016 1:54,FM-15,59,100,0
10/21/2016 2:13,FM-16,59,100,0
10/21/2016 2:37,FM-16,59,100,0
10/21/2016 2:52,FM-16,59,100,0
10/21/2016 2:54,FM-15,59,100,0
10/21/2016 3:54,FM-15,61,100,0
10/21/2016 4:00,FM-12,61,100,0
10/21/2016 4:54,FM-15,62,100,0
10/21/2016 5:18,FM-16,62,100,0
10/21/2016 5:54,FM-15,61,100,0
10/21/2016 6:21,FM-16,61,100,3
10/21/2016 6:54,FM-15,63,100,6
10/21/2016 7:00,FM-12,63,100,6
10/21/2016 7:36,FM-16,63,100,8
10/21/2016 7:43,FM-16,63,100,8
10/21/2016 7:51,FM-16,63,100,9
10/21/2016 7:54,FM-15,62,100,8
10/21/2016 8:01,FM-16,62,100,9
10/21/2016 8:54,FM-15,64,100,8
10/21/2016 9:52,FM-16,66,94,7
10/21/2016 9:54,FM-15,67,93,7
10/21/2016 10:00,FM-12,67,93,7
10/21/2016 10:18,FM-16,67,93,7
10/21/2016 10:51,FM-16,72,83,13
10/21/2016 10:54,FM-15,72,82,11
10/21/2016 11:54,FM-15,69,87,11
10/21/2016 12:54,FM-15,67,91,11
10/21/2016 13:00,FM-12,67,91,11
10/21/2016 13:30,FM-16,67,91,11
10/21/2016 13:52,FM-16,68,88,11
10/21/2016 13:54,FM-15,67,91,13
10/21/2016 14:54,FM-15,66,90,13
10/21/2016 15:54,FM-15,65,93,15
10/21/2016 16:00,FM-12,65,93,15
10/21/2016 16:37,FM-16,64,96,15
10/21/2016 16:48,FM-16,64,94,14
10/21/2016 16:54,FM-15,64,96,15
10/21/2016 17:07,FM-16,63,100,14
10/21/2016 17:09,FM-16,63,100,13
10/21/2016 17:25,FM-16,63,100,11
10/21/2016 17:32,FM-16,63,100,10
10/21/2016 17:54,FM-15,63,100,14
10/21/2016 18:54,FM-15,62,100,17
10/21/2016 19:00,FM-12,62,100,17
10/21/2016 19:52,FM-16,63,100,11
10/21/2016 19:54,FM-15,63,100,13
10/21/2016 20:36,FM-16,66,100,7
10/21/2016 20:54,FM-15,65,100,9
10/21/2016 21:23,FM-16,64,100,5
10/21/2016 21:31,FM-16,64,100,5
10/21/2016 21:38,FM-16,65,100,0
10/21/2016 21:45,FM-16,65,100,5
10/21/2016 21:54,FM-15,64,100,6
10/21/2016 22:00,FM-12,64,100,6
10/21/2016 22:01,FM-16,64,100,6
10/21/2016 22:11,FM-16,64,100,3
10/21/2016 22:26,FM-16,64,100,5
10/21/2016 22:42,FM-16,64,100,6
10/21/2016 22:48,FM-16,64,100,5
10/21/2016 22:49,FM-15,64,100,5
10/21/2016 22:58,FM-16,64,100,5
10/21/2016 23:13,FM-16,65,100,0
10/21/2016 23:41,FM-16,64,100,3
10/21/2016 23:52,FM-16,64,100,3
10/21/2016 23:54,FM-15,64,100,3
10/21/2016 23:59,SOD,NA,NA,NA
10/22/2016 0:12,FM-16,65,100,0
10/22/2016 0:24,FM-16,65,100,3
10/22/2016 0:34,FM-16,65,100,6
10/22/2016 0:54,FM-15,65,100,0
10/22/2016 1:00,FM-12,65,100,0
10/22/2016 1:54,FM-15,64,100,8
10/22/2016 2:54,FM-15,64,100,9
10/22/2016 3:52,FM-16,63,100,8
10/22/2016 3:54,FM-15,63,100,7
10/22/2016 4:00,FM-12,63,100,7
10/22/2016 4:04,FM-16,63,100,7
10/22/2016 4:31,FM-16,63,100,7
10/22/2016 4:52,FM-16,63,100,8
10/22/2016 4:54,FM-15,63,100,9
10/22/2016 5:54,FM-15,63,97,8
10/22/2016 6:54,FM-15,63,97,7
10/22/2016 7:00,FM-12,63,97,7
10/22/2016 7:54,FM-15,63,100,5
10/22/2016 8:09,FM-16,64,96,5
10/22/2016 8:31,FM-16,64,96,6
10/22/2016 8:40,FM-16,63,100,5
10/22/2016 8:54,FM-15,64,96,5
10/22/2016 9:45,FM-16,65,93,7
10/22/2016 9:54,FM-15,65,93,3
10/22/2016 10:00,FM-12,65,93,3
10/22/2016 10:48,FM-16,63,100,11
10/22/2016 10:54,FM-15,62,96,9
10/22/2016 11:54,FM-15,59,100,13
10/22/2016 12:01,FM-16,59,96,11
10/22/2016 12:45,FM-16,57,100,17
10/22/2016 12:54,FM-15,56,100,14
10/22/2016 13:00,FM-12,56,100,14
10/22/2016 13:03,FM-16,56,97,17
10/22/2016 13:18,FM-16,57,93,14
10/22/2016 13:54,FM-15,57,90,16
10/22/2016 14:54,FM-15,54,87,17
10/22/2016 15:03,FM-16,54,83,18
10/22/2016 15:54,FM-15,53,80,17
10/22/2016 16:00,FM-12,53,80,17
10/22/2016 16:54,FM-15,51,80,23
10/22/2016 17:54,FM-15,48,74,18
10/22/2016 18:28,FM-16,47,74,17
10/22/2016 18:54,FM-15,46,71,24
10/22/2016 19:00,FM-12,46,71,24
10/22/2016 19:54,FM-15,46,66,21
10/22/2016 20:54,FM-15,45,71,23
10/22/2016 21:54,FM-15,45,71,21
10/22/2016 22:00,FM-12,45,71,21
10/22/2016 22:54,FM-15,44,73,16
10/22/2016 23:54,FM-15,45,71,20
10/22/2016 23:59,SOD,NA,NA,NA
10/23/2016 0:54,FM-15,45,71,21
10/23/2016 1:00,FM-12,45,71,21
10/23/2016 1:54,FM-15,46,71,21
10/23/2016 2:54,FM-15,46,71,24
10/23/2016 3:54,FM-15,47,66,20
10/23/2016 4:00,FM-12,47,66,20
10/23/2016 4:54,FM-15,47,63,22
10/23/2016 5:54,FM-15,47,61,23
10/23/2016 6:54,FM-15,47,59,21
10/23/2016 7:00,FM-12,47,59,21
10/23/2016 7:54,FM-15,47,56,21
10/23/2016 8:54,FM-15,49,50,18
10/23/2016 9:54,FM-15,52,47,21
10/23/2016 10:00,FM-12,52,47,21
10/23/2016 10:54,FM-15,54,38,20
10/23/2016 11:54,FM-15,55,35,23
10/23/2016 12:54,FM-15,56,32,24
10/23/2016 13:00,FM-12,56,32,24
10/23/2016 13:54,FM-15,58,31,21
10/23/2016 14:54,FM-15,58,28,24
10/23/2016 15:54,FM-15,57,29,26
10/23/2016 16:00,FM-12,57,29,26
10/23/2016 16:54,FM-15,56,29,20
10/23/2016 17:54,FM-15,55,29,17
10/23/2016 18:54,FM-15,54,43,17
10/23/2016 19:00,FM-12,54,43,17
10/23/2016 19:54,FM-15,54,49,15
10/23/2016 20:54,FM-15,54,49,16
10/23/2016 21:54,FM-15,54,51,15
10/23/2016 22:00,FM-12,54,51,15
10/23/2016 22:54,FM-15,52,57,14
10/23/2016 23:54,FM-15,50,61,10
10/23/2016 23:59,SOD,NA,NA,NA
10/24/2016 0:54,FM-15,51,59,15
10/24/2016 1:00,FM-12,51,59,15
10/24/2016 1:54,FM-15,50,66,13
10/24/2016 2:54,FM-15,51,64,14
10/24/2016 3:54,FM-15,51,64,11
10/24/2016 4:00,FM-12,51,64,11
10/24/2016 4:54,FM-15,51,66,13
10/24/2016 5:54,FM-15,51,66,15
10/24/2016 6:54,FM-15,52,61,15
10/24/2016 7:00,FM-12,52,61,15
10/24/2016 7:54,FM-15,54,55,15
10/24/2016 8:54,FM-15,55,53,14
10/24/2016 9:54,FM-15,56,44,21
10/24/2016 10:00,FM-12,56,44,21
10/24/2016 10:54,FM-15,58,41,15
10/24/2016 11:54,FM-15,60,39,15
10/24/2016 12:54,FM-15,60,36,17
10/24/2016 13:00,FM-12,60,36,17
10/24/2016 13:54,FM-15,60,35,16
10/24/2016 14:54,FM-15,59,33,22
10/24/2016 15:54,FM-15,57,34,17
10/24/2016 16:00,FM-12,57,34,17
10/24/2016 16:54,FM-15,54,38,17
10/24/2016 17:54,FM-15,52,45,15
10/24/2016 18:54,FM-15,51,46,16
10/24/2016 19:00,FM-12,51,46,16
10/24/2016 19:54,FM-15,50,48,15
10/24/2016 20:54,FM-15,49,50,17
10/24/2016 21:54,FM-15,47,52,21
10/24/2016 22:00,FM-12,47,52,21
10/24/2016 22:54,FM-15,46,56,16
10/24/2016 23:54,FM-15,46,56,13
10/24/2016 23:59,SOD,NA,NA,NA
10/25/2016 0:54,FM-15,45,58,11
10/25/2016 1:00,FM-12,45,58,11
10/25/2016 1:54,FM-15,44,63,11
10/25/2016 2:54,FM-15,43,65,9
10/25/2016 3:54,FM-15,43,60,14
10/25/2016 4:00,FM-12,43,60,14
10/25/2016 4:54,FM-15,42,58,9
10/25/2016 5:54,FM-15,42,53,11
10/25/2016 6:54,FM-15,42,55,11
10/25/2016 7:00,FM-12,42,55,11
10/25/2016 7:54,FM-15,43,49,18
10/25/2016 8:54,FM-15,45,44,20
10/25/2016 9:54,FM-15,46,42,17
10/25/2016 10:00,FM-12,46,42,17
10/25/2016 10:54,FM-15,48,37,15
10/25/2016 11:54,FM-15,47,39,14
10/25/2016 12:54,FM-15,47,39,15
10/25/2016 13:00,FM-12,47,39,15
10/25/2016 13:54,FM-15,47,37,20
10/25/2016 14:54,FM-15,47,36,20
10/25/2016 15:54,FM-15,46,38,14
10/25/2016 16:00,FM-12,46,38,14
10/25/2016 16:54,FM-15,46,38,13
10/25/2016 17:54,FM-15,44,41,16
10/25/2016 18:54,FM-15,43,45,14
10/25/2016 19:00,FM-12,43,45,14
10/25/2016 19:54,FM-15,42,47,16
10/25/2016 20:54,FM-15,41,49,14
10/25/2016 21:54,FM-15,40,53,11
10/25/2016 22:00,FM-12,40,53,11
10/25/2016 22:54,FM-15,39,57,15
10/25/2016 23:54,FM-15,39,57,15
10/25/2016 23:59,SOD,NA,NA,NA
10/26/2016 0:54,FM-15,38,62,14
10/26/2016 1:00,FM-12,38,62,14
10/26/2016 1:54,FM-15,39,60,15
10/26/2016 2:54,FM-15,38,62,14
10/26/2016 3:54,FM-15,38,65,13
10/26/2016 4:00,FM-12,38,65,13
10/26/2016 4:54,FM-15,37,67,14
10/26/2016 5:54,FM-15,37,67,13
10/26/2016 6:54,FM-15,38,65,13
10/26/2016 7:00,FM-12,38,65,13
10/26/2016 7:54,FM-15,40,63,14
10/26/2016 8:54,FM-15,42,58,18
10/26/2016 9:54,FM-15,44,49,16
10/26/2016 10:00,FM-12,44,49,16
10/26/2016 10:54,FM-15,46,44,8
10/26/2016 11:54,FM-15,46,44,8
10/26/2016 12:54,FM-15,48,42,10
10/26/2016 13:00,FM-12,48,42,10
10/26/2016 13:54,FM-15,47,42,10
10/26/2016 14:54,FM-15,48,41,11
10/26/2016 15:54,FM-15,46,42,14
10/26/2016 16:00,FM-12,46,42,14
10/26/2016 16:54,FM-15,45,44,16
10/26/2016 17:54,FM-15,43,47,11
10/26/2016 18:54,FM-15,42,49,11
10/26/2016 19:00,FM-12,42,49,11
10/26/2016 19:54,FM-15,40,53,13
10/26/2016 20:54,FM-15,39,55,14
10/26/2016 21:54,FM-15,38,60,8
10/26/2016 22:00,FM-12,38,60,8
10/26/2016 22:54,FM-15,37,62,9
10/26/2016 23:54,FM-15,37,62,9
10/26/2016 23:59,SOD,NA,NA,NA
10/27/2016 0:54,FM-15,36,64,10
10/27/2016 1:00,FM-12,36,64,10
10/27/2016 1:54,FM-15,36,64,8
10/27/2016 2:54,FM-15,35,67,9
10/27/2016 3:54,FM-15,34,73,9
10/27/2016 4:00,FM-12,34,73,9
10/27/2016 4:54,FM-15,34,73,7
10/27/2016 5:54,FM-15,34,73,7
10/27/2016 6:54,FM-15,35,72,7
10/27/2016 7:00,FM-12,35,72,7
10/27/2016 7:54,FM-15,37,73,6
10/27/2016 8:54,FM-15,40,70,5
10/27/2016 9:54,FM-15,45,61,5
10/27/2016 10:00,FM-12,45,61,5
10/27/2016 10:54,FM-15,47,61,0
10/27/2016 11:54,FM-15,48,66,6
10/27/2016 12:54,FM-15,47,71,8
10/27/2016 13:00,FM-12,47,71,8
10/27/2016 13:54,FM-15,48,68,11
10/27/2016 14:46,FM-16,46,79,10
10/27/2016 14:54,FM-15,46,79,9
10/27/2016 15:11,FM-16,46,79,11
10/27/2016 15:54,FM-15,45,86,5
10/27/2016 16:00,FM-12,45,86,5
10/27/2016 16:54,FM-15,45,90,7
10/27/2016 17:54,FM-15,45,90,11
10/27/2016 18:43,FM-16,45,93,11
10/27/2016 18:54,FM-15,45,93,14
10/27/2016 19:00,FM-12,45,93,14
10/27/2016 19:18,FM-16,45,93,11
10/27/2016 19:47,FM-16,44,96,13
10/27/2016 19:54,FM-15,45,90,13
10/27/2016 20:54,FM-15,45,93,20
10/27/2016 21:54,FM-15,47,93,18
10/27/2016 22:00,FM-12,47,93,18
10/27/2016 22:24,FM-16,47,97,18
10/27/2016 22:54,FM-15,47,97,17
10/27/2016 23:54,FM-15,49,93,21
10/27/2016 23:59,SOD,NA,NA,NA
10/28/2016 0:54,FM-15,49,93,24
10/28/2016 1:00,FM-12,49,93,24
10/28/2016 1:46,FM-16,49,97,24
10/28/2016 1:54,FM-15,50,96,29
10/28/2016 2:54,FM-15,51,96,24
10/28/2016 3:54,FM-15,52,97,24
10/28/2016 4:00,FM-12,52,97,24
10/28/2016 4:14,FM-16,52,97,21
10/28/2016 4:54,FM-15,53,96,18
10/28/2016 5:54,FM-15,54,97,21
10/28/2016 6:18,FM-16,55,96,14
10/28/2016 6:47,FM-16,54,100,7
10/28/2016 6:54,FM-15,54,100,7
10/28/2016 7:00,FM-12,54,100,7
10/28/2016 7:50,FM-16,52,100,15
10/28/2016 7:54,FM-15,52,100,16
10/28/2016 8:25,FM-16,51,96,17
10/28/2016 8:54,FM-15,50,96,18
10/28/2016 9:35,FM-16,49,90,18
10/28/2016 9:54,FM-15,49,90,16
10/28/2016 10:00,FM-12,49,90,16
10/28/2016 10:54,FM-15,48,89,18
10/28/2016 11:54,FM-15,47,90,25
10/28/2016 12:43,FM-16,46,86,24
10/28/2016 12:54,FM-15,46,86,17
10/28/2016 13:00,FM-12,46,86,17
10/28/2016 13:54,FM-15,45,90,20
10/28/2016 14:13,FM-16,45,90,24
10/28/2016 14:35,FM-16,45,93,20
10/28/2016 14:46,FM-16,45,93,24
10/28/2016 14:54,FM-15,45,93,22
10/28/2016 15:08,FM-16,45,93,20
10/28/2016 15:54,FM-15,45,93,20
10/28/2016 16:00,FM-12,45,93,20
10/28/2016 16:52,FM-16,45,93,22
10/28/2016 16:54,FM-15,45,93,20
10/28/2016 17:15,FM-16,45,93,20
10/28/2016 17:54,FM-15,45,86,22
10/28/2016 18:54,FM-15,45,86,20
10/28/2016 19:00,FM-12,45,86,20
10/28/2016 19:54,FM-15,45,83,14
10/28/2016 20:54,FM-15,45,83,16
10/28/2016 21:54,FM-15,44,89,15
10/28/2016 22:00,FM-12,44,89,15
10/28/2016 22:54,FM-15,45,86,13
10/28/2016 23:35,FM-16,45,90,11
10/28/2016 23:54,FM-15,45,90,10
10/28/2016 23:59,SOD,NA,NA,NA
10/29/2016 0:14,FM-16,45,90,9
10/29/2016 0:54,FM-15,45,86,10
10/29/2016 1:54,FM-15,45,86,9
10/29/2016 2:54,FM-15,44,89,9
10/29/2016 3:14,FM-16,44,89,9
10/29/2016 3:52,FM-16,45,81,10
10/29/2016 3:54,FM-15,44,85,10
10/29/2016 4:00,FM-12,44,85,10
10/29/2016 4:54,FM-15,43,86,8
10/29/2016 5:54,FM-15,42,85,9
10/29/2016 6:54,FM-15,43,86,9
10/29/2016 7:00,FM-12,43,86,9
10/29/2016 7:54,FM-15,44,83,11
10/29/2016 8:54,FM-15,45,80,0
10/29/2016 9:54,FM-15,46,83,7
10/29/2016 10:00,FM-12,46,83,7
